govid|english_name|address
3659|P&L; EMPLOYMENT AGENCY|Shop C3, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

2190|BONBON EMPLOYMENT AGENCY CENTRE|Shop C9E, 1st floor, Richly Plaza Kingswood Villas, 1 Tin Wu Road, Tin Shui Wai, New Territories
3576|T P G CONSULTANT COMPANY|Shop C9E, 1st floor, Richly Plaza Kingswood Villas, 1 Tin Wu Road, Tin Shui Wai, New Territories

2211|Tomato Employment Service Co. Limited|Shop 3073, 3rd floor, Kar Shing Shopping Centre, 17 Kau Yuk Road, Yuen Long, New Territories
1892|WAH YING EMPLOYMENT CENTRE|Shop 3073, 3rd floor, Kar Shing Shopping Centre, 17 Kau Yuk Road, Yuen Long, New Territories

2222|MANDA EMPLOYMENT LIMITED|Room 1003, 10th floor, Kwong Wah Plaza, 11 Tai Tong Road, Yuen Long, New Territories
396|Bestwell Employment Agency (HK) Limited|Room 1003, 10th floor, Kwong Wah Plaza, 11 Tai Tong Road, Yuen Long, New Territories

2265|DMDD LIMITED|Room 1809, 18th floor, Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon
2257|MING MING EMPLOYMENT AGENCY|Room 1809, 18th floor, Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon
3614|Simple Hire Employment Agency|Room 1809, 18th floor, Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon

2289|GRANDE EMPLOYMENT CENTRE|Shop D27, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop D27, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

2453|SMART JOY INC LIMITED|Shop 130, 1st floor, Godfrey Centre, 175-185 Lai Chi Kok Road, Lai Chi Kok, Kowloon
3658|By Your Side (BYS) Employment Centre Limited|Shop 130, 1st floor, Godfrey Centre, 175-185 Lai Chi Kok Road, Lai Chi Kok, Kowloon

2848|HING LUNG INTERNATIONAL EMPLOYMENT COMPANY|Shop 17B, Ground floor, Wing Fai Plaza, 29-35 Ting Kok Road, Tai Po, New Territories
1831|WING FAI EMPLOYMENT LIMITED|Shop 17B, Ground floor, Wing Fai Plaza, 29-35 Ting Kok Road, Tai Po, New Territories

3040|GOLDEN WIN EMPLOYMENT AGENCY LIMITED|Shop 3063, 3rd floor, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai, New Territories
1855|K & H Employment Agency|Shop 3063, 3rd floor, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai, New Territories
684|Kai Sing Employment Agency|Shop 3063, 3rd floor, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai, New Territories

3067|FESDI EMPLOYMENT CENTRE|Shop 05, Ground floor, Yu Chui Shopping Centre, Yu Chui Court, 2 Ngau Pei Sha Street, Sha Tin, New Territories
1724|Loyalty Team Employment Agency|Shop 05, Ground floor, Yu Chui Shopping Centre, Yu Chui Court, 2 Ngau Pei Sha Street, Sha Tin, New Territories

3075|FESDI EMPLOYMENT CENTRE|Office 2, 7th floor, United Success Commercial Centre, 506-508 Jaffe Road, Causeway Bay, Hong Kong
430|Best Choice Employment Center Company Limited|Office 2, 7th floor, United Success Commercial Centre, 506-508 Jaffe Road, Causeway Bay, Hong Kong

217|COBO EMPLOYMENT AGENCY|Room 1006, 10th floor, Office Tower Two, Grand Plaza, 625-639 Nathan Road, Mong Kok, Kowloon
3789|EmPro Agency Limited|Room 1006, 10th floor, Office Tower Two, Grand Plaza, 625-639 Nathan Road, Mong Kok, Kowloon

313|Goldtime Employment Agency|Room 10, 12th floor, Block C, Tung Chong Factory Building, 657 King's Road, North Point, Hong Kong
2658|King Master Employment Agency Co.|Room 10, 12th floor, Block C, Tung Chong Factory Building, 657 King's Road, North Point, Hong Kong

328|Family Care Employment Agency|Shop 58, Ground floor, Block 12, City Garden, 233 Electric Road, North Point, Hong Kong
1228|AA Plus Employment Agency Company Limited|Shop 58, Ground floor, Block 12, City Garden, 233 Electric Road, North Point, Hong Kong

381|Sunlight Employment Agency|Shop G86, Ground floor, Metro City, Phase I, 1 Wan Hang Road, Tseung Kwan O, New Territories
3631|MY SWEET HOME EMPLOYMENT AGENCY|Shop G86, Ground floor, Metro City, Phase I, 1 Wan Hang Road, Tseung Kwan O, New Territories

383|Sunlight Employment Agency|Shop 110, 1st floor, Tuen Mun Parklane Square, 2 Tuen Hi Road, Tuen Mun, New Territories
3681|IN HEART EMPLOYMENT AGENCY LIMITED|Shop 110, 1st floor, Tuen Mun Parklane Square, 2 Tuen Hi Road, Tuen Mun, New Territories

505|Allwin Employment Centre Limited|Shop B17, 1st floor, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong, Kowloon
276|Win-helper Employment Centre|Shop B17, 1st floor, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong, Kowloon

580|Beautiful House Employment Agency|Shop G06, Ground floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong
3722|F & P Employment Services Limited|Shop G06, Ground floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong

770|FullHeart Employment Agency|Shop 59, Ground floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan, New Territories
459|Polymark Limited|Shop 59, Ground floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan, New Territories

932|WEALTHY GOLD CONSULTANT LIMITED|Shop 225-226, 2nd floor, New Trend Plaza, 278-288 King's Road, North Point, Hong Kong
2669|KARRYEN EMPLOYMENT AGENCY|Shop 225-226, 2nd floor, New Trend Plaza, 278-288 King's Road, North Point, Hong Kong

1069|Happy J Employment Agency|Shop 43, Ground floor, Waldorf Centre, 170-184 Sai Lau Kok Road, Tsuen Wan, New Territories
3727|DMDD LIMITED|Shop 43, Ground floor, Waldorf Centre, 170-184 Sai Lau Kok Road, Tsuen Wan, New Territories

1082|Perfect Solution Employment Agency|Shop A50A, Ground floor, Tai On Building, 57-87 Shau Kei Wan Road, Sai Wan Ho, Hong Kong
3875|PERFECT CHOICE EMPLOYMENT AGENCY|Shop A50A, Ground floor, Tai On Building, 57-87 Shau Kei Wan Road, Sai Wan Ho, Hong Kong
635|O & S Employment Agency|Shop A50A, Ground floor, Tai On Building, 57-87 Shau Kei Wan Road, Sai Wan Ho, Hong Kong

1089|BOSS DRAGON EMPLOYMENT CENTRE LIMITED|Shop B55A, 1st floor, Goodrich Garden, 9 Leung Tak Street, Tuen Mun, New Territories
794|ASIA RAINBOW EMPLOYMENT SERVICES CENTRE|Shop B55A, 1st floor, Goodrich Garden, 9 Leung Tak Street, Tuen Mun, New Territories

3789|EmPro Agency Limited|Room 1003, 10th floor, Office Tower Two, Grand Plaza, 625-639 Nathan Road, Mong Kok, Kowloon
217|COBO EMPLOYMENT AGENCY|Room 1003, 10th floor, Office Tower Two, Grand Plaza, 625-639 Nathan Road, Mong Kok, Kowloon

3877|Gary's Employment Agency Company Limited|Shop 7, Ground floor, Dung Fat Mansion, 10 Dung Fat Street, Tsuen Wan, New Territories
1863|JET SYSTEM PACIFIC LIMITED|Shop 7, Ground floor, Dung Fat Mansion, 10 Dung Fat Street, Tsuen Wan, New Territories

3722|F & P Employment Services Limited|Shop G25, Ground floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong
580|Beautiful House Employment Agency|Shop G25, Ground floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong

3488|WELL SHINE CO.|Flat 251, 2nd floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong
2621|Vast Sky Employment Limited|Flat 251, 2nd floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong

1126|CARVEN EMPLOYMENT CO.|Shop 45, Ground floor, Yue Man Centre, 300 Ngau Tau Kok Road, Kwun Tong, Kowloon
2431|GLORY SKY EMPLOYMENT CO.|Shop 45, Ground floor, Yue Man Centre, 300 Ngau Tau Kok Road, Kwun Tong, Kowloon
592|Concord Professional Employment Service Centre|Shop 45, Ground floor, Yue Man Centre, 300 Ngau Tau Kok Road, Kwun Tong, Kowloon

1360|LEI FU EMPLOYMENT COMPANY|Unit 01, 11th floor, Sam Cheong Building, 216-220 Des Voeux Road Central, Sheung Wan, Hong Kong
971|Nitschke Employment Co.|Unit 01, 11th floor, Sam Cheong Building, 216-220 Des Voeux Road Central, Sheung Wan, Hong Kong

3568|Yat Li Employment Centre|Shop F056, 1st floor, New City of Full Yau Court, 51G Yau San Street, Yuen Long, New Territories
3893|STARRY EMPLOYMENT SERVICES COMPANY|Shop F056, 1st floor, New City of Full Yau Court, 51G Yau San Street, Yuen Long, New Territories

2220|SZE YUEN AGENCY CO|Shop 128, Ground floor, Man Bo Building, 2 Tsing Hoi Circuit, Tuen Mun, New Territories
1246|Good Maid Employment Services Limited|Shop 128, Ground floor, Man Bo Building, 2 Tsing Hoi Circuit, Tuen Mun, New Territories

2609|SUN STAR EMPLOYMENT AGENCY|Shop C13, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop C13, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

2853|VIERO HUMAN RESOURCES CO.|Shop D41, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop D41, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

3269|M. Wise Company|Shop 14, 1st floor, Hong Lok Square, 8 Yuen Long Hong Lok Road, Yuen Long, New Territories
3569|CHAK HANG COMPANY LIMITED|Shop 14, 1st floor, Hong Lok Square, 8 Yuen Long Hong Lok Road, Yuen Long, New Territories

3658|By Your Side (BYS) Employment Centre Limited|Shop 133, 1st floor, Godfrey Centre, 175-185 Lai Chi Kok Road, Lai Chi Kok, Kowloon
2453|SMART JOY INC LIMITED|Shop 133, 1st floor, Godfrey Centre, 175-185 Lai Chi Kok Road, Lai Chi Kok, Kowloon

2257|MING MING EMPLOYMENT AGENCY|Room 12D, 18th floor. Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon
3614|Simple Hire Employment Agency|Room 12D, 18th floor. Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon
2265|DMDD LIMITED|Room 12D, 18th floor. Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon

922|Every Good Company|Shop 7, Ground floor, Dang Fat Mansion, 8-12 Dang Fat Street, Tsuen Wan, New Territories
1863|JET SYSTEM PACIFIC LIMITED|Shop 7, Ground floor, Dang Fat Mansion, 8-12 Dang Fat Street, Tsuen Wan, New Territories

3614|Simple Hire Employment Agency|Room 12D, 18th floor, Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon
2257|MING MING EMPLOYMENT AGENCY|Room 12D, 18th floor, Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon
2265|DMDD LIMITED|Room 12D, 18th floor, Witty Commercial Centre, 1A-1L Tung Choi Street, Mong Kok, Kowloon

276|Win-helper Employment Centre|Shop B18, 1st floor, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong, Kowloon
505|Allwin Employment Centre Limited|Shop B18, 1st floor, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong, Kowloon

3421|SUNTEL ENTERPRISES|Shop C35A, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop C35A, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

459|Polymark Limited|Shop 50, Ground floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan , New Territories
770|FullHeart Employment Agency|Shop 50, Ground floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan , New Territories

3692|PATRICK EMPLOYMENT|Shop D48A, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop D48A, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

3727|DMDD LIMITED|Shop 8, 2nd floor, Waldorf Centre, 170-184 Sai Lau Kok Road, Tsuen Wan, New Territories
1069|Happy J Employment Agency|Shop 8, 2nd floor, Waldorf Centre, 170-184 Sai Lau Kok Road, Tsuen Wan, New Territories

2667|NF Employment And Trading Co.|Shop 246B, 2nd floor, World-Wide Plaza, 19 Des Voeux Road Central, Central, Hong Kong
288|Phil-Star Employment and General Services|Shop 246B, 2nd floor, World-Wide Plaza, 19 Des Voeux Road Central, Central, Hong Kong
310|Josie James Integrated Personnel Consultancy|Shop 246B, 2nd floor, World-Wide Plaza, 19 Des Voeux Road Central, Central, Hong Kong

1250|Bright International Services Co.|Shop C33, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop C33, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

3806|BBDS TRADING|Shop 12B, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories
3652|Home Helper 88|Shop 12B, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories
1160|INDO INDAH EMPLOYMENT AGENCY|Shop 12B, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories

3321|O-raiser Employment Agency Company Limited|Unit 1616B, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
573|Jumbo International Maid Employment Agency|Unit 1616B, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
304|Technic Employment Service Centre Limited|Unit 1616B, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
1291|Skytrend Employment Agency|Unit 1616B, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
3015|INDO MANPOWER INTERNATIONAL LIMITED|Unit 1616B, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories

3406|UNITED TALENTS EMPLOYMENT AGENCY|Shop D1, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop D1, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

3652|Home Helper 88|Shop 20, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories
3806|BBDS TRADING|Shop 20, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories
1160|INDO INDAH EMPLOYMENT AGENCY|Shop 20, 3rd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories

3344|JOHNSON'S MAIDS AGENCY|Flat 1026, 10th floor, Nan Fung Centre, 264 Castle Peak Road, Tsuen Wan, New Territories
927|SAINT HAPPY MAIDS AGENCY|Flat 1026, 10th floor, Nan Fung Centre, 264 Castle Peak Road, Tsuen Wan, New Territories
1122|TSUEN SHING EMPLOYMENT AGENCY|Flat 1026, 10th floor, Nan Fung Centre, 264 Castle Peak Road, Tsuen Wan, New Territories

3018|CJN EMPLOYMENT CONSULTANCY|Shop B20, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop B20, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

1081|WD Employment Agency Co.|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
2205|Ensemble Human Resources Co. Limited|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
711|Nan Fung Employment Service Centre Limited|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
525|CROWN BRILLIANT AGENCY LIMITED|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
3628|Prime Services & Trading Co|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
1122|TSUEN SHING EMPLOYMENT AGENCY|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories

2641|SMILE LADY EMPLOYMENT AGENCY|Shop 207, 2nd floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories
180|Elegant Employment Agency|Shop 207, 2nd floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories
964|WUI YING EMPLOYMENT AGENCY|Shop 207, 2nd floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories
3796|ZENTRALINK MAID CONSULTANT|Shop 207, 2nd floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories

2029|NAOMI EMPLOYMENT COMPANY|Shop 114, 1st floor, Blocks 1, 2 & 3, City Garden, 233 Electric Road, North Point, Hong Kong
2412|Modern Employment Agency Company|Shop 114, 1st floor, Blocks 1, 2 & 3, City Garden, 233 Electric Road, North Point, Hong Kong
334|Pak Yue Employment Agency Centre Limited|Shop 114, 1st floor, Blocks 1, 2 & 3, City Garden, 233 Electric Road, North Point, Hong Kong
467|Good Rich Employment Agency Centre|Shop 114, 1st floor, Blocks 1, 2 & 3, City Garden, 233 Electric Road, North Point, Hong Kong

3552|EMERALD CONSULTANCY & TRADING COMPANY|Shop C8, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop C8, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

1876|TOP WORLDWIDE PROFESSIONAL SERVICES CO.|Shop 107, 1st floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories
2170|Easy Maid Employment Agency Limited|Shop 107, 1st floor, Lik Sang Plaza, 269 Castle Peak Road, Tsuen Wan, New Territories

1920|TOP RESOURCES CONSULTANCY COMPANY|Room 1503, 15th floor, Yu Sung Boon Building, 107 Des Voeux Road Central, Central, Hong Kong
3779|Arch Professional Services Limited|Room 1503, 15th floor, Yu Sung Boon Building, 107 Des Voeux Road Central, Central, Hong Kong

2588|FamilyMaid Employment Services Limited|Shop B7, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon
3659|P&L; EMPLOYMENT AGENCY|Shop B7, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon

2629|A&F; EMPLOYMENT CENTRE|Flat 1602, 16th floor, Mcdonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong
3768|A&G; EMPLOYMENT CENTRE|Flat 1602, 16th floor, Mcdonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong

3350|Thai Therapy SPA|Room 42, Ground floor, Ho Shun Yee Building Arcade, 9 Fung Yau Street East, Yuen Long, New Territories
3204|CITY EMPLOYMENT PARADISE CO.|Room 42, Ground floor, Ho Shun Yee Building Arcade, 9 Fung Yau Street East, Yuen Long, New Territories
3209|TSUEN WAN EMPLOYMENT PARADISE CO.|Room 42, Ground floor, Ho Shun Yee Building Arcade, 9 Fung Yau Street East, Yuen Long, New Territories

